,Air_name,Departure_time,Arrival_time,Duration,Total_stops,Price
1335,Air Asia,21:20,03:35,6h 15m,Non Stop,"5,941"
1336,Air Asia,02:35,08:55,6h 20m,Non Stop,"5,941"
1337,Air Asia,17:50,01:00,7h 10m,Non Stop,"5,941"
1338,Air Asia,08:20,16:15,7h 55m,Non Stop,"5,941"
1339,Air Asia,23:35,10:55,11h 20m,Non Stop,"5,941"
1340,Air Asia,02:35,14:05,11h 30m,Non Stop,"5,941"
1341,Air Asia,21:20,08:55,11h 35m,Non Stop,"5,941"
1342,Go First,06:00,08:10,2h 10m,Non Stop,"5,942"
1343,Go First,08:00,10:10,2h 10m,Non Stop,"5,942"
1344,Go First,13:30,15:40,2h 10m,Non Stop,"5,942"
1345,Go First,18:00,20:10,2h 10m,Non Stop,"5,942"
1346,Go First,22:40,00:50,2h 10m,Non Stop,"5,942"
1347,Go First,09:55,12:10,2h 15m,Non Stop,"5,942"
1348,Go First,12:15,14:30,2h 15m,Non Stop,"5,942"
1349,Go First,21:15,23:30,2h 15m,Non Stop,"5,942"
1350,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,953"
1351,Air India,07:00,08:55,1h 55m,Non Stop,"5,953"
1352,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,953"
1353,Air Asia,21:25,06:45,9h 20m,Non Stop,"5,953"
1354,Air Asia,21:25,07:15,9h 50m,Non Stop,"5,953"
1355,Air Asia,20:45,06:45,10h 00m,Non Stop,"5,953"
1356,Air Asia,20:45,07:15,10h 30m,Non Stop,"5,953"
1357,Air Asia,09:35,20:35,11h 00m,Non Stop,"5,953"
1358,Air Asia,18:35,06:45,12h 10m,Non Stop,"5,953"
1359,Air Asia,08:00,20:35,12h 35m,Non Stop,"5,953"
1360,Air Asia,18:35,07:15,12h 40m,Non Stop,"5,954"
1361,Air Asia,22:10,12:25,14h 15m,Non Stop,"5,954"
1362,Go First,07:00,09:10,2h 10m,Non Stop,"5,954"
1363,Go First,08:00,10:10,2h 10m,Non Stop,"5,954"
1364,Go First,22:30,00:40,2h 10m,Non Stop,"5,954"
1365,Go First,02:40,04:55,2h 15m,Non Stop,"5,954"
1366,Go First,19:40,21:55,2h 15m,Non Stop,"5,954"
1367,Go First,21:00,23:15,2h 15m,Non Stop,"5,954"
1368,Go First,10:30,12:50,2h 20m,Non Stop,"5,954"
1369,Go First,15:00,17:30,2h 30m,Non Stop,"5,954"
1370,Go First,17:55,20:25,2h 30m,Non Stop,"5,955"
1371,Go First,09:10,16:15,7h 05m,Non Stop,"5,955"
1372,Air India,07:00,09:05,2h 05m,Non Stop,"5,955"
1373,IndiGo,06:30,08:40,2h 10m,Non Stop,"5,955"
1374,Air India,08:00,10:10,2h 10m,Non Stop,"5,955"
1375,IndiGo,08:10,10:20,2h 10m,Non Stop,"4,919"
1376,Air India,10:40,12:50,2h 10m,Non Stop,"4,919"
1377,Air India,07:00,08:55,1h 55m,Non Stop,"4,919"
1378,Air India,08:00,10:15,2h 15m,Non Stop,"4,919"
1379,Air India,10:00,12:15,2h 15m,Non Stop,"4,919"
1380,Air India,19:00,21:15,2h 15m,Non Stop,"4,919"
1381,Air India,15:25,19:20,3h 55m,Non Stop,"5,404"
1382,Air India,07:05,11:10,4h 05m,Non Stop,"5,941"
1383,Air India,18:00,20:30,2h 30m,Non Stop,"5,941"
1384,Air Asia,21:20,02:50,5h 30m,Non Stop,"5,941"
1385,Air Asia,08:20,14:00,5h 40m,Non Stop,"5,941"
1386,Air Asia,04:45,10:55,6h 10m,Non Stop,"5,941"
1387,Air Asia,21:20,03:35,6h 15m,Non Stop,"5,941"
1388,Air Asia,02:35,08:55,6h 20m,Non Stop,"5,941"
1389,Air Asia,17:50,01:00,7h 10m,Non Stop,"5,941"
1390,Air Asia,08:20,16:15,7h 55m,Non Stop,"5,941"
1391,Air Asia,23:35,10:55,11h 20m,Non Stop,"5,941"
1392,Air Asia,02:35,14:05,11h 30m,Non Stop,"5,942"
1393,Air Asia,21:20,08:55,11h 35m,Non Stop,"5,942"
1394,Go First,06:00,08:10,2h 10m,Non Stop,"5,942"
1395,Go First,08:00,10:10,2h 10m,Non Stop,"5,942"
1396,Go First,13:30,15:40,2h 10m,Non Stop,"5,942"
1397,Go First,18:00,20:10,2h 10m,Non Stop,"5,942"
1398,Go First,22:40,00:50,2h 10m,Non Stop,"5,942"
1399,Go First,09:55,12:10,2h 15m,Non Stop,"5,942"
1400,Go First,12:15,14:30,2h 15m,Non Stop,"5,953"
1401,Go First,21:15,23:30,2h 15m,Non Stop,"5,953"
1402,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,953"
1403,Air India,07:00,08:55,1h 55m,Non Stop,"5,953"
1404,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,953"
1405,Air Asia,21:25,06:45,9h 20m,Non Stop,"5,953"
1406,Air Asia,21:25,07:15,9h 50m,Non Stop,"5,953"
1407,Air Asia,20:45,06:45,10h 00m,Non Stop,"5,953"
1408,Air Asia,20:45,07:15,10h 30m,Non Stop,"5,953"
1409,Air Asia,09:35,20:35,11h 00m,Non Stop,"5,953"
1410,Air Asia,18:35,06:45,12h 10m,Non Stop,"5,954"
1411,Air Asia,08:00,20:35,12h 35m,Non Stop,"5,954"
1412,Air Asia,18:35,07:15,12h 40m,Non Stop,"5,954"
1413,Air Asia,22:10,12:25,14h 15m,Non Stop,"5,954"
1414,Go First,07:00,09:10,2h 10m,Non Stop,"5,954"
1415,Go First,08:00,10:10,2h 10m,Non Stop,"5,954"
1416,Go First,22:30,00:40,2h 10m,Non Stop,"5,954"
1417,Go First,02:40,04:55,2h 15m,Non Stop,"5,954"
1418,Go First,19:40,21:55,2h 15m,Non Stop,"5,954"
1419,Go First,21:00,23:15,2h 15m,Non Stop,"5,954"
1420,Go First,10:30,12:50,2h 20m,Non Stop,"5,955"
1421,Go First,15:00,17:30,2h 30m,Non Stop,"5,955"
1422,Go First,17:55,20:25,2h 30m,Non Stop,"5,955"
1423,Go First,09:10,16:15,7h 05m,Non Stop,"5,955"
1424,Air India,07:00,09:05,2h 05m,Non Stop,"5,955"
1425,IndiGo,06:30,08:40,2h 10m,Non Stop,"4,919"
1426,Air India,08:00,10:10,2h 10m,Non Stop,"4,919"
1427,IndiGo,08:10,10:20,2h 10m,Non Stop,"4,919"
1428,Air India,10:40,12:50,2h 10m,Non Stop,"4,919"
1429,Air India,07:00,08:55,1h 55m,Non Stop,"4,919"
1430,Air India,08:00,10:15,2h 15m,Non Stop,"4,919"
1431,Air India,10:00,12:15,2h 15m,Non Stop,"5,404"
1432,Air India,19:00,21:15,2h 15m,Non Stop,"5,941"
1433,Air India,15:25,19:20,3h 55m,Non Stop,"5,941"
1434,Air India,07:05,11:10,4h 05m,Non Stop,"5,941"
1435,Air India,18:00,20:30,2h 30m,Non Stop,"5,941"
1436,Air Asia,21:20,02:50,5h 30m,Non Stop,"5,941"
1437,Air Asia,08:20,14:00,5h 40m,Non Stop,"5,941"
1438,Air Asia,04:45,10:55,6h 10m,Non Stop,"5,941"
1439,Air Asia,21:20,03:35,6h 15m,Non Stop,"5,941"
1440,Air Asia,02:35,08:55,6h 20m,Non Stop,"5,941"
1441,Air Asia,17:50,01:00,7h 10m,Non Stop,"5,941"
1442,Air Asia,08:20,16:15,7h 55m,Non Stop,"5,942"
1443,Air Asia,23:35,10:55,11h 20m,Non Stop,"5,942"
1444,Air Asia,02:35,14:05,11h 30m,Non Stop,"5,942"
1445,Air Asia,21:20,08:55,11h 35m,Non Stop,"5,942"
1446,Go First,06:00,08:10,2h 10m,Non Stop,"5,942"
1447,Go First,08:00,10:10,2h 10m,Non Stop,"5,942"
1448,Go First,13:30,15:40,2h 10m,Non Stop,"5,942"
1449,Go First,18:00,20:10,2h 10m,Non Stop,"5,942"
1450,Go First,22:40,00:50,2h 10m,Non Stop,"5,953"
1451,Go First,09:55,12:10,2h 15m,Non Stop,"5,953"
1452,Go First,12:15,14:30,2h 15m,Non Stop,"5,953"
1453,Go First,21:15,23:30,2h 15m,Non Stop,"5,953"
1454,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,953"
1455,Air India,07:00,08:55,1h 55m,Non Stop,"5,953"
1456,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,953"
1457,Air Asia,21:25,06:45,9h 20m,Non Stop,"5,953"
1458,Air Asia,21:25,07:15,9h 50m,Non Stop,"5,953"
1459,Air Asia,20:45,06:45,10h 00m,Non Stop,"5,953"
1460,Air Asia,20:45,07:15,10h 30m,Non Stop,"5,954"
1461,Air Asia,09:35,20:35,11h 00m,Non Stop,"5,954"
1462,Air Asia,18:35,06:45,12h 10m,Non Stop,"5,954"
1463,Air Asia,08:00,20:35,12h 35m,Non Stop,"5,954"
1464,Air Asia,18:35,07:15,12h 40m,Non Stop,"5,954"
1465,Air Asia,22:10,12:25,14h 15m,Non Stop,"5,954"
1466,Go First,07:00,09:10,2h 10m,Non Stop,"5,954"
1467,Go First,08:00,10:10,2h 10m,Non Stop,"5,954"
1468,Go First,22:30,00:40,2h 10m,Non Stop,"5,954"
1469,Go First,02:40,04:55,2h 15m,Non Stop,"5,954"
1470,Go First,19:40,21:55,2h 15m,Non Stop,"5,955"
1471,Go First,21:00,23:15,2h 15m,Non Stop,"5,955"
1472,Go First,10:30,12:50,2h 20m,Non Stop,"5,955"
1473,Go First,15:00,17:30,2h 30m,Non Stop,"5,955"
1474,Go First,17:55,20:25,2h 30m,Non Stop,"5,955"
1475,Go First,09:10,16:15,7h 05m,Non Stop,"4,919"
1476,Air India,07:00,09:05,2h 05m,Non Stop,"4,919"
1477,IndiGo,06:30,08:40,2h 10m,Non Stop,"4,919"
1478,Air India,08:00,10:10,2h 10m,Non Stop,"4,919"
1479,IndiGo,08:10,10:20,2h 10m,Non Stop,"4,919"
1480,Air India,10:40,12:50,2h 10m,Non Stop,"4,919"
1481,Air India,07:00,08:55,1h 55m,Non Stop,"5,404"
1482,Air India,08:00,10:15,2h 15m,Non Stop,"5,941"
1483,Air India,10:00,12:15,2h 15m,Non Stop,"5,941"
1484,Air India,19:00,21:15,2h 15m,Non Stop,"5,941"
1485,Air India,15:25,19:20,3h 55m,Non Stop,"5,941"
1486,Air India,07:05,11:10,4h 05m,Non Stop,"5,941"
1487,Air India,18:00,20:30,2h 30m,Non Stop,"5,941"
1488,Air Asia,21:20,02:50,5h 30m,Non Stop,"5,941"
1489,Air Asia,08:20,14:00,5h 40m,Non Stop,"5,941"
1490,Air Asia,04:45,10:55,6h 10m,Non Stop,"5,941"
1491,Air Asia,21:20,03:35,6h 15m,Non Stop,"5,941"
1492,Air Asia,02:35,08:55,6h 20m,Non Stop,"5,942"
1493,Air Asia,17:50,01:00,7h 10m,Non Stop,"5,942"
1494,Air Asia,08:20,16:15,7h 55m,Non Stop,"5,942"
1495,Air Asia,23:35,10:55,11h 20m,Non Stop,"5,942"
1496,Air Asia,02:35,14:05,11h 30m,Non Stop,"5,942"
1497,Air Asia,21:20,08:55,11h 35m,Non Stop,"5,942"
1498,Go First,06:00,08:10,2h 10m,Non Stop,"5,942"
1499,Go First,08:00,10:10,2h 10m,Non Stop,"5,942"
1500,Go First,13:30,15:40,2h 10m,Non Stop,"5,953"
1501,Go First,18:00,20:10,2h 10m,Non Stop,"5,953"
1502,Go First,22:40,00:50,2h 10m,Non Stop,"5,953"
1503,Go First,09:55,12:10,2h 15m,Non Stop,"5,953"
1504,Go First,12:15,14:30,2h 15m,Non Stop,"5,953"
1505,Go First,21:15,23:30,2h 15m,Non Stop,"5,953"
1506,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,953"
1507,Air India,07:00,08:55,1h 55m,Non Stop,"5,953"
1508,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,953"
1509,Air Asia,21:25,06:45,9h 20m,Non Stop,"5,953"
1510,Air Asia,21:25,07:15,9h 50m,Non Stop,"5,954"
1511,Air Asia,20:45,06:45,10h 00m,Non Stop,"5,954"
1512,Air Asia,20:45,07:15,10h 30m,Non Stop,"5,954"
1513,Air Asia,09:35,20:35,11h 00m,Non Stop,"5,954"
1514,Air Asia,18:35,06:45,12h 10m,Non Stop,"5,954"
1515,Air Asia,08:00,20:35,12h 35m,Non Stop,"5,954"
1516,Air Asia,18:35,07:15,12h 40m,Non Stop,"5,954"
1517,Air Asia,22:10,12:25,14h 15m,Non Stop,"5,954"
1518,Go First,07:00,09:10,2h 10m,Non Stop,"5,954"
1519,Go First,08:00,10:10,2h 10m,Non Stop,"5,954"
1520,Go First,22:30,00:40,2h 10m,Non Stop,"5,955"
1521,Go First,02:40,04:55,2h 15m,Non Stop,"5,955"
1522,Go First,19:40,21:55,2h 15m,Non Stop,"5,955"
1523,Go First,21:00,23:15,2h 15m,Non Stop,"5,955"
1524,Go First,10:30,12:50,2h 20m,Non Stop,"5,955"
1525,Go First,15:00,17:30,2h 30m,Non Stop,"4,919"
1526,Go First,17:55,20:25,2h 30m,Non Stop,"4,919"
1527,Go First,09:10,16:15,7h 05m,Non Stop,"4,919"
1528,Air India,07:00,09:05,2h 05m,Non Stop,"4,919"
1529,IndiGo,06:30,08:40,2h 10m,Non Stop,"4,919"
1530,Air India,08:00,10:10,2h 10m,Non Stop,"4,919"
1531,IndiGo,08:10,10:20,2h 10m,Non Stop,"5,404"
1532,Air India,10:40,12:50,2h 10m,Non Stop,"5,941"
1533,Air India,07:00,08:55,1h 55m,Non Stop,"5,941"
1534,Air India,08:00,10:15,2h 15m,Non Stop,"5,941"
1535,Air India,10:00,12:15,2h 15m,Non Stop,"5,941"
1536,Air India,19:00,21:15,2h 15m,Non Stop,"5,941"
1537,Air India,15:25,19:20,3h 55m,Non Stop,"5,941"
1538,Air India,07:05,11:10,4h 05m,Non Stop,"5,941"
1539,Air India,18:00,20:30,2h 30m,Non Stop,"5,941"
1540,Air Asia,21:20,02:50,5h 30m,Non Stop,"5,941"
1541,Air Asia,08:20,14:00,5h 40m,Non Stop,"5,941"
1542,Air Asia,04:45,10:55,6h 10m,Non Stop,"5,942"
1543,Air Asia,21:20,03:35,6h 15m,Non Stop,"5,942"
1544,Air Asia,02:35,08:55,6h 20m,Non Stop,"5,942"
1545,Air Asia,17:50,01:00,7h 10m,Non Stop,"5,942"
1546,Air Asia,08:20,16:15,7h 55m,Non Stop,"5,942"
1547,Air Asia,23:35,10:55,11h 20m,Non Stop,"5,942"
1548,Air Asia,02:35,14:05,11h 30m,Non Stop,"5,942"
1549,Air Asia,21:20,08:55,11h 35m,Non Stop,"5,942"
1550,Go First,06:00,08:10,2h 10m,Non Stop,"5,953"
1551,Go First,08:00,10:10,2h 10m,Non Stop,"5,953"
1552,Go First,13:30,15:40,2h 10m,Non Stop,"5,953"
1553,Go First,18:00,20:10,2h 10m,Non Stop,"5,953"
1554,Go First,22:40,00:50,2h 10m,Non Stop,"5,953"
1555,Go First,09:55,12:10,2h 15m,Non Stop,"5,953"
1556,Go First,12:15,14:30,2h 15m,Non Stop,"5,953"
1557,Go First,21:15,23:30,2h 15m,Non Stop,"5,953"
1558,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,953"
1559,Air India,07:00,08:55,1h 55m,Non Stop,"5,953"
1560,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,954"
1561,Air Asia,21:25,06:45,9h 20m,Non Stop,"5,954"
1562,Air Asia,21:25,07:15,9h 50m,Non Stop,"5,954"
1563,Air Asia,20:45,06:45,10h 00m,Non Stop,"5,954"
1564,Air Asia,20:45,07:15,10h 30m,Non Stop,"5,954"
1565,Air Asia,09:35,20:35,11h 00m,Non Stop,"5,954"
1566,Air Asia,18:35,06:45,12h 10m,Non Stop,"5,954"
1567,Air Asia,08:00,20:35,12h 35m,Non Stop,"5,954"
1568,Air Asia,18:35,07:15,12h 40m,Non Stop,"5,954"
1569,Air Asia,22:10,12:25,14h 15m,Non Stop,"5,954"
1570,Go First,07:00,09:10,2h 10m,Non Stop,"5,955"
1571,Go First,08:00,10:10,2h 10m,Non Stop,"5,955"
1572,Go First,22:30,00:40,2h 10m,Non Stop,"5,955"
1573,Go First,02:40,04:55,2h 15m,Non Stop,"5,955"
1574,Go First,19:40,21:55,2h 15m,Non Stop,"5,955"
1575,Go First,21:00,23:15,2h 15m,Non Stop,"4,919"
1576,Go First,10:30,12:50,2h 20m,Non Stop,"4,919"
1577,Go First,15:00,17:30,2h 30m,Non Stop,"4,919"
1578,Go First,17:55,20:25,2h 30m,Non Stop,"4,919"
1579,Go First,09:10,16:15,7h 05m,Non Stop,"4,919"
1580,Air India,07:00,09:05,2h 05m,Non Stop,"4,919"
1581,IndiGo,06:30,08:40,2h 10m,Non Stop,"5,404"
1582,Air India,08:00,10:10,2h 10m,Non Stop,"5,941"
1583,IndiGo,08:10,10:20,2h 10m,Non Stop,"5,941"
1584,Air India,10:40,12:50,2h 10m,Non Stop,"5,941"
1585,Air India,07:00,08:55,1h 55m,Non Stop,"5,941"
1586,Air India,08:00,10:15,2h 15m,Non Stop,"5,941"
1587,Air India,10:00,12:15,2h 15m,Non Stop,"5,941"
1588,Air India,19:00,21:15,2h 15m,Non Stop,"5,941"
1589,Air India,15:25,19:20,3h 55m,Non Stop,"5,941"
1590,Air India,07:05,11:10,4h 05m,Non Stop,"5,941"
1591,Air India,18:00,20:30,2h 30m,Non Stop,"5,941"
1592,Air Asia,21:20,02:50,5h 30m,Non Stop,"5,942"
1593,Air Asia,08:20,14:00,5h 40m,Non Stop,"5,942"
1594,Air Asia,04:45,10:55,6h 10m,Non Stop,"5,942"
1595,Air Asia,21:20,03:35,6h 15m,Non Stop,"5,942"
1596,Air Asia,02:35,08:55,6h 20m,Non Stop,"5,942"
1597,Air Asia,17:50,01:00,7h 10m,Non Stop,"5,942"
1598,Air Asia,08:20,16:15,7h 55m,Non Stop,"5,942"
1599,Air Asia,23:35,10:55,11h 20m,Non Stop,"5,942"
1600,Air Asia,02:35,14:05,11h 30m,Non Stop,"5,953"
1601,Air Asia,21:20,08:55,11h 35m,Non Stop,"5,953"
1602,Go First,06:00,08:10,2h 10m,Non Stop,"5,953"
1603,Go First,08:00,10:10,2h 10m,Non Stop,"5,953"
1604,Go First,13:30,15:40,2h 10m,Non Stop,"5,953"
1605,Go First,18:00,20:10,2h 10m,Non Stop,"5,953"
1606,Go First,22:40,00:50,2h 10m,Non Stop,"5,953"
1607,Go First,09:55,12:10,2h 15m,Non Stop,"5,953"
1608,Go First,12:15,14:30,2h 15m,Non Stop,"5,953"
1609,Go First,21:15,23:30,2h 15m,Non Stop,"5,953"
1610,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,954"
1611,Air India,07:00,08:55,1h 55m,Non Stop,"5,954"
1612,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,954"
1613,Air Asia,21:25,06:45,9h 20m,Non Stop,"5,954"
1614,Air Asia,21:25,07:15,9h 50m,Non Stop,"5,954"
1615,Air Asia,20:45,06:45,10h 00m,Non Stop,"5,954"
1616,Air Asia,20:45,07:15,10h 30m,Non Stop,"5,954"
1617,Air Asia,09:35,20:35,11h 00m,Non Stop,"5,954"
1618,Air Asia,18:35,06:45,12h 10m,Non Stop,"5,954"
1619,Air Asia,08:00,20:35,12h 35m,Non Stop,"5,954"
1620,Air Asia,18:35,07:15,12h 40m,Non Stop,"5,955"
1621,Air Asia,22:10,12:25,14h 15m,Non Stop,"5,955"
1622,Go First,07:00,09:10,2h 10m,Non Stop,"5,955"
1623,Go First,08:00,10:10,2h 10m,Non Stop,"5,955"
1624,Go First,22:30,00:40,2h 10m,Non Stop,"5,955"
1625,Go First,02:40,04:55,2h 15m,Non Stop,"4,919"
1626,Go First,19:40,21:55,2h 15m,Non Stop,"4,919"
1627,Go First,21:00,23:15,2h 15m,Non Stop,"4,919"
1628,Go First,10:30,12:50,2h 20m,Non Stop,"4,919"
1629,Go First,15:00,17:30,2h 30m,Non Stop,"4,919"
1630,Go First,17:55,20:25,2h 30m,Non Stop,"4,919"
1631,Go First,09:10,16:15,7h 05m,Non Stop,"5,404"
1632,Air India,07:00,09:05,2h 05m,Non Stop,"5,941"
1633,IndiGo,06:30,08:40,2h 10m,Non Stop,"5,941"
1634,Air India,08:00,10:10,2h 10m,Non Stop,"5,941"
1635,IndiGo,08:10,10:20,2h 10m,Non Stop,"5,941"
1636,Air India,10:40,12:50,2h 10m,Non Stop,"5,941"
1637,Air India,07:00,08:55,1h 55m,Non Stop,"5,941"
1638,Air India,08:00,10:15,2h 15m,Non Stop,"5,941"
1639,Air India,10:00,12:15,2h 15m,Non Stop,"5,941"
1640,Air India,19:00,21:15,2h 15m,Non Stop,"5,941"
1641,Air India,15:25,19:20,3h 55m,Non Stop,"5,941"
1642,Air India,07:05,11:10,4h 05m,Non Stop,"5,942"
1643,Air India,18:00,20:30,2h 30m,Non Stop,"5,942"
1644,Air Asia,21:20,02:50,5h 30m,Non Stop,"5,942"
1645,Air Asia,08:20,14:00,5h 40m,Non Stop,"5,942"
1646,Air Asia,04:45,10:55,6h 10m,Non Stop,"5,942"
1647,Air Asia,21:20,03:35,6h 15m,Non Stop,"5,942"
1648,Air Asia,02:35,08:55,6h 20m,Non Stop,"5,942"
1649,Air Asia,17:50,01:00,7h 10m,Non Stop,"5,942"
1650,Air Asia,08:20,16:15,7h 55m,Non Stop,"5,953"
1651,Air Asia,23:35,10:55,11h 20m,Non Stop,"5,953"
1652,Air Asia,02:35,14:05,11h 30m,Non Stop,"5,953"
1653,Air Asia,21:20,08:55,11h 35m,Non Stop,"5,953"
1654,Go First,06:00,08:10,2h 10m,Non Stop,"5,953"
1655,Go First,08:00,10:10,2h 10m,Non Stop,"5,953"
1656,Go First,13:30,15:40,2h 10m,Non Stop,"5,953"
1657,Go First,18:00,20:10,2h 10m,Non Stop,"5,953"
1658,Go First,22:40,00:50,2h 10m,Non Stop,"5,953"
1659,Go First,09:55,12:10,2h 15m,Non Stop,"5,953"
1660,Go First,12:15,14:30,2h 15m,Non Stop,"5,954"
1661,Go First,21:15,23:30,2h 15m,Non Stop,"5,954"
1662,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,954"
1663,Air India,07:00,08:55,1h 55m,Non Stop,"5,954"
1664,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,954"
1665,Air Asia,21:25,06:45,9h 20m,Non Stop,"5,954"
1666,Air Asia,21:25,07:15,9h 50m,Non Stop,"5,954"
1667,Air Asia,20:45,06:45,10h 00m,Non Stop,"5,954"
1668,Air Asia,20:45,07:15,10h 30m,Non Stop,"5,954"
1669,Air Asia,09:35,20:35,11h 00m,Non Stop,"5,954"
1670,Air Asia,18:35,06:45,12h 10m,Non Stop,"5,955"
1671,Air Asia,08:00,20:35,12h 35m,Non Stop,"5,955"
1672,Air Asia,18:35,07:15,12h 40m,Non Stop,"5,955"
1673,Air Asia,22:10,12:25,14h 15m,Non Stop,"5,955"
1674,Go First,07:00,09:10,2h 10m,Non Stop,"5,955"
1675,Go First,08:00,10:10,2h 10m,Non Stop,"4,919"
1676,Go First,22:30,00:40,2h 10m,Non Stop,"4,919"
1677,Go First,02:40,04:55,2h 15m,Non Stop,"4,919"
1678,Go First,19:40,21:55,2h 15m,Non Stop,"4,919"
1679,Go First,21:00,23:15,2h 15m,Non Stop,"4,919"
1680,Go First,10:30,12:50,2h 20m,Non Stop,"4,919"
1681,Go First,15:00,17:30,2h 30m,Non Stop,"5,404"
1682,Go First,17:55,20:25,2h 30m,Non Stop,"5,941"
1683,Go First,09:10,16:15,7h 05m,Non Stop,"5,941"
1684,Air India,07:00,09:05,2h 05m,Non Stop,"5,941"
1685,IndiGo,06:30,08:40,2h 10m,Non Stop,"5,941"
1686,Air India,08:00,10:10,2h 10m,Non Stop,"5,941"
1687,IndiGo,08:10,10:20,2h 10m,Non Stop,"5,941"
1688,Air India,10:40,12:50,2h 10m,Non Stop,"5,941"
1689,Air India,07:00,08:55,1h 55m,Non Stop,"5,941"
1690,Air India,08:00,10:15,2h 15m,Non Stop,"5,941"
1691,Air India,10:00,12:15,2h 15m,Non Stop,"5,941"
1692,Air India,19:00,21:15,2h 15m,Non Stop,"5,942"
1693,Air India,15:25,19:20,3h 55m,Non Stop,"5,942"
1694,Air India,07:05,11:10,4h 05m,Non Stop,"5,942"
1695,Air India,18:00,20:30,2h 30m,Non Stop,"5,942"
1696,Air Asia,21:20,02:50,5h 30m,Non Stop,"5,942"
1697,Air Asia,08:20,14:00,5h 40m,Non Stop,"5,942"
1698,Air Asia,04:45,10:55,6h 10m,Non Stop,"5,942"
1699,Air Asia,21:20,03:35,6h 15m,Non Stop,"5,942"
1700,Air Asia,02:35,08:55,6h 20m,Non Stop,"5,953"
1701,Air Asia,17:50,01:00,7h 10m,Non Stop,"5,953"
1702,Air Asia,08:20,16:15,7h 55m,Non Stop,"5,953"
1703,Air Asia,23:35,10:55,11h 20m,Non Stop,"5,953"
1704,Air Asia,02:35,14:05,11h 30m,Non Stop,"5,953"
1705,Air Asia,21:20,08:55,11h 35m,Non Stop,"5,953"
1706,Go First,06:00,08:10,2h 10m,Non Stop,"5,953"
1707,Go First,08:00,10:10,2h 10m,Non Stop,"5,953"
1708,Go First,13:30,15:40,2h 10m,Non Stop,"5,953"
1709,Go First,18:00,20:10,2h 10m,Non Stop,"5,953"
1710,Go First,22:40,00:50,2h 10m,Non Stop,"5,954"
1711,Go First,09:55,12:10,2h 15m,Non Stop,"5,954"
1712,Go First,12:15,14:30,2h 15m,Non Stop,"5,954"
1713,Go First,21:15,23:30,2h 15m,Non Stop,"5,954"
1714,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,954"
1715,Air India,07:00,08:55,1h 55m,Non Stop,"5,954"
1716,Air Asia,14:40,22:25,7h 45m,Non Stop,"5,954"
1717,Air Asia,21:25,06:45,9h 20m,Non Stop,"5,954"
1718,Air Asia,21:25,07:15,9h 50m,Non Stop,"5,954"
1719,Air Asia,20:45,06:45,10h 00m,Non Stop,"5,954"
1720,Air Asia,20:45,07:15,10h 30m,Non Stop,"5,955"
1721,Air Asia,09:35,20:35,11h 00m,Non Stop,"5,955"
1722,Air Asia,18:35,06:45,12h 10m,Non Stop,"5,955"
1723,Air Asia,08:00,20:35,12h 35m,Non Stop,"5,955"
1724,Air Asia,18:35,07:15,12h 40m,Non Stop,"5,955"
1725,Air Asia,22:10,12:25,14h 15m,Non Stop,"4,919"
1726,Go First,07:00,09:10,2h 10m,Non Stop,"4,919"
1727,Go First,08:00,10:10,2h 10m,Non Stop,"4,919"
1728,Go First,22:30,00:40,2h 10m,Non Stop,"4,919"
1729,Go First,02:40,04:55,2h 15m,Non Stop,"4,919"
1730,Go First,19:40,21:55,2h 15m,Non Stop,"4,919"
1731,Go First,21:00,23:15,2h 15m,Non Stop,"5,404"
1732,Go First,10:30,12:50,2h 20m,Non Stop,"5,941"
1733,Go First,15:00,17:30,2h 30m,Non Stop,"5,941"
1734,Go First,17:55,20:25,2h 30m,Non Stop,"5,941"
1735,Go First,09:10,16:15,7h 05m,Non Stop,"5,941"
1736,Air India,07:00,09:05,2h 05m,Non Stop,"5,941"
1737,IndiGo,06:30,08:40,2h 10m,Non Stop,"5,941"
1738,Air India,08:00,10:10,2h 10m,Non Stop,"5,941"
1739,IndiGo,08:10,10:20,2h 10m,Non Stop,"5,941"
1740,Air India,10:40,12:50,2h 10m,Non Stop,"5,941"
1741,Air India,07:00,08:55,1h 55m,Non Stop,"5,941"
1742,Air India,08:00,10:15,2h 15m,Non Stop,"5,942"
1743,Air India,10:00,12:15,2h 15m,Non Stop,"5,942"
1744,Air India,19:00,21:15,2h 15m,Non Stop,"5,942"
1745,Air India,15:25,19:20,3h 55m,Non Stop,"5,942"
1746,Air India,07:05,11:10,4h 05m,Non Stop,"5,942"
